,date,spx,dax,ftse,nikkei
3385,29/12/2006,1418.300486,6596.92,6220.81,17225.83
3386,01/01/2007,1418.300486,6596.92,6220.81,17225.83
3387,02/01/2007,1418.300486,6681.13,6310.93,17225.83
3388,03/01/2007,1416.60204,6691.32,6319.01,17225.83
3389,04/01/2007,1418.341193,6674.4,6286.96,17353.67
3390,05/01/2007,1409.707052,6593.09,6220.12,17091.59
3391,08/01/2007,1412.842838,6607.59,6194.16,17091.59
3392,09/01/2007,1412.113612,6614.37,6196.14,17237.77
3393,10/01/2007,1414.849926,6566.56,6160.68,16942.4
3394,11/01/2007,1423.824986,6687.3,6230.07,16838.17
3395,12/01/2007,1430.732619,6705.17,6239.01,17057.01
3396,15/01/2007,1430.732619,6731.74,6263.46,17209.92
3397,16/01/2007,1431.902848,6716.82,6215.66,17202.46
3398,17/01/2007,1430.618701,6701.7,6204.46,17261.35
3399,18/01/2007,1426.368554,6689.62,6210.27,17370.93
3400,19/01/2007,1430.503613,6747.17,6237.19,17310.44
3401,22/01/2007,1422.954953,6687.31,6218.43,17424.18
3402,23/01/2007,1427.988746,6678.93,6227.61,17408.57
3403,24/01/2007,1440.131307,6748.37,6314.79,17507.4
3404,25/01/2007,1423.903619,6719.58,6269.26,17458.3
3405,26/01/2007,1422.182399,6690.34,6228.04,17421.93
3406,29/01/2007,1420.620938,6726.01,6239.88,17470.46
3407,30/01/2007,1428.818801,6788.23,6241.96,17490.19
3408,31/01/2007,1438.242887,6789.11,6203.09,17383.42
3409,01/02/2007,1445.944488,6851.28,6282.23,17519.5
3410,02/02/2007,1448.390177,6885.76,6310.92,17547.11
3411,05/02/2007,1446.987398,6874.06,6317.9,17344.8
3412,06/02/2007,1447.996971,6875.7,6346.26,17406.86
3413,07/02/2007,1450.015787,6915.56,6369.47,17292.32
3414,08/02/2007,1448.306941,6876.73,6346.39,17292.48
3415,09/02/2007,1438.06104,6911.11,6382.84,17504.33
3416,12/02/2007,1433.371895,6859.45,6353.46,17504.33
3417,13/02/2007,1444.262885,6895.34,6381.76,17621.45
3418,14/02/2007,1455.301114,6961.18,6421.21,17752.64
3419,15/02/2007,1456.812462,6958.62,6433.32,17897.23
3420,16/02/2007,1455.537998,6957.07,6419.53,17875.65
3421,19/02/2007,1455.537998,6987.08,6444.44,17940.09
3422,20/02/2007,1459.684218,6982.91,6412.33,17939.12
3423,21/02/2007,1457.62767,6941.66,6357.07,17913.21
3424,22/02/2007,1456.38138,6973.73,6380.94,18108.79
3425,23/02/2007,1451.194,6992.58,6401.49,18188.42
3426,26/02/2007,1449.374751,7027.59,6434.7,18215.35
3427,27/02/2007,1399.042264,6819.65,6286.08,18119.92
3428,28/02/2007,1406.819009,6715.44,6171.47,17604.12
3429,01/03/2007,1403.166934,6640.24,6116.04,17453.51
3430,02/03/2007,1387.165658,6603.32,6116.24,17217.93
3431,05/03/2007,1374.122438,6534.57,6058.65,16642.25
3432,06/03/2007,1395.408124,6595.0,6138.54,16844.5
3433,07/03/2007,1391.967131,6617.75,6156.49,16764.62
3434,08/03/2007,1401.891859,6713.23,6227.69,17090.31
3435,09/03/2007,1402.846423,6716.52,6245.23,17164.04
3436,12/03/2007,1406.601496,6715.49,6233.28,17292.39
3437,13/03/2007,1377.95005,6623.99,6161.15,17178.84
3438,14/03/2007,1387.17148,6447.7,6000.71,16676.89
3439,15/03/2007,1392.27916,6585.47,6133.22,16860.39
3440,16/03/2007,1386.945078,6579.87,6130.6,16744.15
3441,19/03/2007,1402.058357,6671.41,6189.36,17009.55
3442,20/03/2007,1410.93626,6700.29,6220.26,17163.2
3443,21/03/2007,1435.042497,6712.06,6256.77,17163.2
3444,22/03/2007,1434.536503,6856.96,6318.03,17419.2
3445,23/03/2007,1436.11257,6856.96,6339.38,17480.61
3446,26/03/2007,1437.496237,6828.82,6291.94,17521.96
3447,27/03/2007,1428.609294,6858.34,6292.59,17365.05
3448,28/03/2007,1417.227987,6816.89,6267.21,17254.73
3449,29/03/2007,1422.531866,6897.08,6324.18,17263.94
3450,30/03/2007,1420.863768,6917.03,6308.03,17287.65
3451,02/04/2007,1424.55413,6937.17,6315.53,17028.41
3452,03/04/2007,1437.774169,7045.56,6366.11,17244.05
3453,04/04/2007,1439.366164,7073.91,6364.7,17544.09
3454,05/04/2007,1443.75557,7099.91,6397.34,17491.42
3455,06/04/2007,1443.75557,7099.91,6397.34,17484.78
3456,09/04/2007,1444.608514,7099.91,6397.34,17743.76
3457,10/04/2007,1448.38665,7166.67,6417.77,17664.69
3458,11/04/2007,1438.871418,7152.83,6413.25,17670.07
3459,12/04/2007,1447.802338,7142.95,6416.37,17540.42
3460,13/04/2007,1452.845773,7212.07,6462.43,17363.95
3461,16/04/2007,1468.473596,7212.07,6516.22,17628.3
3462,17/04/2007,1471.480978,7348.83,6497.78,17527.45
3463,18/04/2007,1472.503465,7282.34,6449.36,17667.33
3464,19/04/2007,1470.733962,7242.73,6440.57,17371.97
3465,20/04/2007,1484.350385,7242.73,6486.75,17452.62
3466,23/04/2007,1480.931383,7335.62,6479.71,17455.37
3467,24/04/2007,1480.410099,7270.32,6429.54,17451.77
3468,25/04/2007,1495.41773,7343.08,6461.95,17236.16
3469,26/04/2007,1494.250351,7387.02,6469.38,17429.17
3470,27/04/2007,1494.06758,7378.12,6418.67,17400.41
3471,30/04/2007,1482.367321,7408.87,6449.21,17400.41
3472,01/05/2007,1486.30354,7408.87,6419.61,17274.98
3473,02/05/2007,1495.918366,7455.93,6484.45,17394.92
3474,03/05/2007,1502.390677,7476.69,6537.77,17394.92
3475,04/05/2007,1505.616902,7516.76,6603.66,17394.92
3476,07/05/2007,1509.48377,7525.69,6603.66,17669.83
3477,08/05/2007,1507.71864,7442.2,6550.43,17656.84
3478,09/05/2007,1512.579598,7475.99,6549.6,17748.12
3479,10/05/2007,1491.469432,7415.33,6524.12,17736.96
3480,11/05/2007,1505.845575,7479.34,6565.67,17553.72
3481,14/05/2007,1503.146292,7459.61,6555.5,17677.94
3482,15/05/2007,1501.186815,7505.35,6568.65,17512.98
3483,16/05/2007,1514.143034,7481.25,6559.45,17529.0
3484,17/05/2007,1512.748778,7481.25,6579.25,17498.6
3485,18/05/2007,1522.748045,7607.54,6640.92,17399.58
3486,21/05/2007,1525.101319,7619.31,6636.79,17556.87
3487,22/05/2007,1524.118009,7659.39,6606.61,17680.05
3488,23/05/2007,1522.275367,7735.88,6616.4,17705.12
3489,24/05/2007,1507.511496,7697.38,6565.45,17696.97
3490,25/05/2007,1515.733678,7739.2,6570.55,17481.21
3491,28/05/2007,1515.733678,7739.2,6570.55,17587.59
3492,29/05/2007,1518.113082,7781.04,6606.48,17672.56
3493,30/05/2007,1530.230821,7764.97,6602.08,17588.26
3494,31/05/2007,1530.621161,7883.04,6621.45,17875.75
3495,01/06/2007,1536.335756,7987.85,6676.66,17958.88
3496,04/06/2007,1539.181823,7976.79,6664.11,17973.42
3497,05/06/2007,1530.946135,7919.83,6632.8,18053.81
3498,06/06/2007,1517.378557,7730.05,6522.69,18040.93
3499,07/06/2007,1490.718814,7618.61,6505.12,18053.38
3500,08/06/2007,1507.672846,7590.5,6505.11,17779.09
3501,11/06/2007,1509.120835,7590.5,6567.52,17834.48
3502,12/06/2007,1492.996088,7590.5,6520.45,17760.91
3503,13/06/2007,1515.673263,7680.76,6559.56,17732.77
3504,14/06/2007,1522.974181,7849.16,6649.92,17842.29
3505,15/06/2007,1532.908138,8030.64,6732.4,17971.49
3506,18/06/2007,1531.045482,8036.12,6703.5,18149.52
3507,19/06/2007,1533.704557,8033.52,6650.24,18163.61
3508,20/06/2007,1512.8383,8090.49,6649.25,18211.68
3509,21/06/2007,1522.185691,7964.71,6595.99,18240.3
3510,22/06/2007,1502.560408,7949.63,6567.35,18188.63
3511,25/06/2007,1497.740712,7930.61,6588.41,18087.48
3512,26/06/2007,1492.892953,7860.52,6559.28,18066.11
3513,27/06/2007,1506.34457,7801.23,6527.57,17849.28
3514,28/06/2007,1505.711807,7921.36,6571.28,17932.27
3515,29/06/2007,1503.348596,8007.32,6607.9,18138.36
3516,02/07/2007,1519.430881,7958.24,6590.55,18146.3
3517,03/07/2007,1524.871112,8050.68,6639.81,18149.9
3518,04/07/2007,1524.871112,8075.26,6673.07,18168.72
3519,05/07/2007,1525.403058,7987.13,6635.23,18221.48
3520,06/07/2007,1530.440716,8048.32,6690.12,18140.94
3521,09/07/2007,1531.854384,8077.39,6712.67,18261.98
3522,10/07/2007,1510.11617,7964.76,6630.93,18252.67
3523,11/07/2007,1518.755579,7898.54,6615.13,18049.51
3524,12/07/2007,1547.700532,8053.43,6697.7,17984.14
3525,13/07/2007,1552.49783,8092.77,6716.72,18238.95
3526,16/07/2007,1549.523326,8105.69,6697.73,18238.95
3527,17/07/2007,1549.368089,8038.21,6659.15,18217.27
3528,18/07/2007,1546.172677,7893.61,6567.06,18015.58
3529,19/07/2007,1553.077014,7893.61,6640.23,18116.57
3530,20/07/2007,1534.095264,7874.85,6585.23,18157.93
3531,23/07/2007,1541.565694,7944.21,6624.38,17963.64
3532,24/07/2007,1511.037567,7806.79,6498.71,18002.03
3533,25/07/2007,1518.091311,7806.79,6454.31,17858.42
3534,26/07/2007,1482.664793,7508.96,6251.2,17702.09
3535,27/07/2007,1458.951929,7451.68,6215.2,17283.81
3536,30/07/2007,1473.910505,7456.31,6206.12,17289.3
3537,31/07/2007,1455.274778,7584.14,6360.11,17248.89
3538,01/08/2007,1465.808247,7473.93,6250.57,16870.98
3539,02/08/2007,1472.197074,7473.93,6300.26,16984.11
3540,03/08/2007,1433.05791,7435.67,6224.25,16979.86
3541,06/08/2007,1467.672848,7444.45,6189.1,16914.46
3542,07/08/2007,1476.710304,7513.66,6308.84,16921.77
3543,08/08/2007,1497.48546,7605.94,6393.88,17029.28
3544,09/08/2007,1453.093729,7453.59,6271.21,17170.6
3545,10/08/2007,1453.63943,7343.26,6038.34,16764.09
3546,13/08/2007,1452.916766,7474.33,6219.01,16800.05
3547,14/08/2007,1426.541046,7425.07,6143.51,16844.61
3548,15/08/2007,1406.695506,7445.9,6109.33,16475.61
3549,16/08/2007,1411.266331,7270.07,5858.93,16148.49
3550,17/08/2007,1445.943211,7378.29,6064.24,15273.68
3551,20/08/2007,1445.55154,7378.29,6078.68,15732.48
3552,21/08/2007,1447.11694,7424.75,6086.1,15901.34
3553,22/08/2007,1464.066479,7500.48,6195.96,15900.64
3554,23/08/2007,1462.503049,7511.96,6196.87,16316.32
3555,24/08/2007,1479.366076,7507.27,6220.09,16248.97
3556,27/08/2007,1466.787975,7485.99,6220.09,16301.39
3557,28/08/2007,1432.356634,7430.24,6102.23,16287.49
3558,29/08/2007,1463.756445,7439.18,6132.22,16012.83
3559,30/08/2007,1457.639315,7519.94,6212.0,16153.82
3560,31/08/2007,1473.987912,7519.94,6303.3,16569.09
3561,03/09/2007,1473.987912,7519.94,6315.22,16524.93
3562,04/09/2007,1489.417575,7721.77,6376.84,16420.47
3563,05/09/2007,1472.288658,7588.03,6270.67,16158.45
3564,06/09/2007,1478.546467,7621.72,6313.31,16257.0
3565,07/09/2007,1453.552559,7436.63,6191.23,16122.16
3566,10/09/2007,1451.696629,7375.44,6134.13,15764.97
3567,11/09/2007,1471.487136,7375.44,6280.68,15877.67
3568,12/09/2007,1471.55562,7472.99,6306.19,15797.6
3569,13/09/2007,1483.949257,7535.97,6363.89,15821.19
3570,14/09/2007,1484.254295,7497.74,6289.34,16127.42
3571,17/09/2007,1476.652433,7479.85,6182.78,16127.42
3572,18/09/2007,1519.778905,7575.21,6283.3,15801.8
3573,19/09/2007,1529.028064,7750.84,6460.04,16381.54
3574,20/09/2007,1518.746351,7735.09,6429.0,16413.79
3575,21/09/2007,1525.749043,7794.43,6456.69,16312.61
3576,24/09/2007,1517.734703,7787.92,6465.91,16312.61
3577,25/09/2007,1517.214631,7769.44,6396.9,16401.73
3578,26/09/2007,1525.423446,7804.15,6433.03,16435.74
3579,27/09/2007,1531.376588,7853.79,6486.42,16832.22
3580,28/09/2007,1526.74673,7853.79,6466.79,16785.69
3581,01/10/2007,1547.035101,7922.42,6506.25,16845.96
3582,02/10/2007,1546.634204,7946.79,6500.4,17046.78
3583,03/10/2007,1539.594969,7955.3,6535.21,17199.89
3584,04/10/2007,1542.837899,7944.99,6547.91,17092.49
3585,05/10/2007,1557.593104,8002.18,6595.81,17065.04
3586,08/10/2007,1552.58286,7974.37,6540.9,17065.04
3587,09/10/2007,1565.152986,7980.44,6615.39,18168.72
3588,10/10/2007,1562.474296,7980.44,6633.02,17177.89
3589,11/10/2007,1554.405974,8033.69,6724.54,17458.98
3590,12/10/2007,1561.800599,8041.26,6730.71,17331.17
3591,15/10/2007,1548.707645,7969.47,6644.48,17358.15
3592,16/10/2007,1538.530947,7962.64,6614.29,17137.92
3593,17/10/2007,1541.241945,7985.41,6677.67,16955.31
3594,18/10/2007,1540.077576,7921.4,6609.42,17106.09
3595,19/10/2007,1500.630955,7884.12,6527.92,16814.37
3596,22/10/2007,1506.330643,7794.94,6459.32,16438.47
3597,23/10/2007,1519.590851,7842.79,6513.99,16450.58
3598,24/10/2007,1515.882419,7828.96,6481.99,16358.39
3599,25/10/2007,1514.404488,7932.44,6576.31,16284.17
3600,26/10/2007,1535.277461,7949.17,6661.34,16505.63
3601,29/10/2007,1540.980117,8009.67,6706.04,16698.08
3602,30/10/2007,1531.018097,7977.94,6658.99,16651.01
3603,31/10/2007,1549.377318,8019.22,6721.57,16737.63
3604,01/11/2007,1508.442376,7880.85,6586.08,16870.4
3605,02/11/2007,1509.651687,7849.49,6530.6,16517.48
3606,05/11/2007,1502.167935,7807.55,6461.43,16268.92
3607,06/11/2007,1520.268604,7827.19,6474.93,16249.63
3608,07/11/2007,1475.620081,7799.62,6385.1,16096.68
3609,08/11/2007,1474.771424,7819.47,6381.87,15771.57
3610,09/11/2007,1453.696244,7812.4,6304.88,15583.42
3611,12/11/2007,1439.181589,7806.84,6337.9,15197.09
3612,13/11/2007,1481.047287,7777.56,6362.35,15126.63
3613,14/11/2007,1470.581395,7783.11,6432.12,15499.56
3614,15/11/2007,1451.151361,7667.03,6359.58,15396.3
3615,16/11/2007,1458.73929,7612.26,6291.18,15154.61
3616,19/11/2007,1433.269583,7511.97,6120.81,15042.56
3617,20/11/2007,1439.703498,7630.31,6226.51,15211.52
3618,21/11/2007,1416.766885,7518.42,6070.87,14837.66
3619,22/11/2007,1416.766885,7562.1,6155.31,14888.77
3620,23/11/2007,1440.700707,7608.96,6262.11,14888.77
3621,26/11/2007,1407.2152,7567.36,6180.48,15135.21
3622,27/11/2007,1428.22661,7531.35,6140.66,15222.85
3623,28/11/2007,1469.021574,7723.66,6306.24,15153.78
3624,29/11/2007,1469.71688,7765.19,6349.11,15513.74
3625,30/11/2007,1481.143158,7870.52,6432.45,15680.67
3626,03/12/2007,1472.415784,7837.26,6386.57,15628.97
3627,04/12/2007,1462.790174,7808.94,6315.21,15480.19
3628,05/12/2007,1485.006759,7944.77,6493.8,15608.88
3629,06/12/2007,1507.344594,7940.58,6485.63,15874.08
3630,07/12/2007,1504.659551,7994.07,6554.94,15956.37
3631,10/12/2007,1515.958856,8033.36,6565.37,15924.39
3632,11/12/2007,1477.647118,8009.42,6536.86,16044.72
3633,12/12/2007,1486.589954,8076.12,6559.8,15932.26
3634,13/12/2007,1488.412282,7928.31,6364.2,15536.52
3635,14/12/2007,1467.952041,7948.36,6396.96,15514.51
3636,17/12/2007,1445.9026,7825.44,6277.82,15249.79
3637,18/12/2007,1454.977552,7850.74,6279.29,15207.86
3638,19/12/2007,1453.001604,7837.32,6284.54,15030.51
3639,20/12/2007,1460.116691,7869.19,6345.56,15031.6
3640,21/12/2007,1484.462643,8002.67,6434.08,15257.0
3641,24/12/2007,1496.453958,8002.67,6479.32,15257.0
3642,25/12/2007,1496.453958,8002.67,6479.32,15552.59
3643,26/12/2007,1497.660114,8002.67,6479.32,15653.54
3644,27/12/2007,1476.366485,8038.6,6497.83,15564.69
3645,28/12/2007,1478.487652,8067.32,6476.89,15307.78
3646,31/12/2007,1468.355174,8067.32,6456.91,15307.78
3647,02/01/2008,1447.158776,7949.11,6416.68,15307.78
3648,03/01/2008,1447.163912,7908.41,6479.44,15307.78
3649,04/01/2008,1411.629733,7808.69,6348.52,14691.41
3650,07/01/2008,1416.182078,7817.17,6335.67,14500.55
3651,08/01/2008,1390.187205,7849.99,6356.49,14528.67
3652,09/01/2008,1409.128453,7782.71,6272.7,14599.16
3653,10/01/2008,1420.331319,7713.09,6222.69,14388.11
3654,11/01/2008,1401.016231,7717.95,6202.04,14110.79
3655,14/01/2008,1416.253605,7732.02,6215.69,14110.79
3656,15/01/2008,1380.947985,7566.38,6025.58,13972.63
3657,16/01/2008,1373.200871,7471.57,5942.88,13504.51
3658,17/01/2008,1333.25124,7413.53,5902.41,13783.45
3659,18/01/2008,1325.189312,7314.17,5901.7,13861.29
3660,21/01/2008,1325.189312,6790.19,5578.23,13325.94
3661,22/01/2008,1310.502839,6769.47,5740.11,12573.05
3662,23/01/2008,1338.598362,6439.21,5609.35,12829.06
3663,24/01/2008,1352.070245,6821.07,5875.81,13092.78
3664,25/01/2008,1330.605183,6816.74,5868.96,13629.16
3665,28/01/2008,1353.97006,6818.85,5788.85,13087.91
3666,29/01/2008,1362.296534,6892.96,5885.24,13478.86
3667,30/01/2008,1355.81417,6875.35,5837.31,13345.03
3668,31/01/2008,1378.547293,6851.75,5879.78,13592.47
3669,01/02/2008,1395.415172,6968.67,6029.18,13497.16
3670,04/02/2008,1380.821129,7000.49,6026.21,13859.7
3671,05/02/2008,1336.641483,6765.25,5868.03,13745.5
3672,06/02/2008,1326.451722,6847.51,5875.37,13099.24
3673,07/02/2008,1336.907575,6733.72,5724.12,13207.15
3674,08/02/2008,1331.293926,6767.28,5784.01,13017.24
3675,11/02/2008,1339.12708,6743.54,5707.69,13017.24
3676,12/02/2008,1348.861494,6967.84,5909.97,13021.96
3677,13/02/2008,1367.210881,6973.67,5880.06,13068.3
3678,14/02/2008,1348.862463,6962.28,5879.3,13626.45
3679,15/02/2008,1349.99469,6832.43,5787.61,13622.56
3680,18/02/2008,1349.99469,6967.55,5946.62,13635.4
3681,19/02/2008,1348.777883,7002.29,5966.93,13757.91
3682,20/02/2008,1360.025791,6899.68,5893.57,13310.37
3683,21/02/2008,1342.527684,6904.85,5932.22,13688.28
3684,22/02/2008,1353.112143,6806.29,5888.48,13500.46
3685,25/02/2008,1371.796846,6882.56,5999.51,13914.57
3686,26/02/2008,1381.288212,6985.97,6087.37,13824.72
3687,27/02/2008,1380.023471,6997.85,6076.53,14031.3
3688,28/02/2008,1367.684369,6862.52,5965.66,13925.51
3689,29/02/2008,1330.632951,6748.13,5884.28,13603.02
3690,03/03/2008,1331.335964,6689.95,5818.62,12992.18
3691,04/03/2008,1326.753617,6545.04,5767.74,12992.28
3692,05/03/2008,1333.702395,6683.71,5853.46,12972.06
3693,06/03/2008,1304.343631,6591.31,5766.39,13215.42
3694,07/03/2008,1293.372134,6513.99,5699.91,12782.8
3695,10/03/2008,1273.369618,6448.08,5629.08,12532.13
3696,11/03/2008,1320.648015,6524.57,5690.39,12658.28
3697,12/03/2008,1308.769765,6599.37,5776.41,12861.13
3698,13/03/2008,1315.482041,6500.56,5692.41,12433.44
3699,14/03/2008,1288.139828,6451.9,5631.7,12241.6
3700,17/03/2008,1276.595457,6182.3,5414.42,11787.51
3701,18/03/2008,1330.735615,6393.39,5605.77,11964.16
3702,19/03/2008,1298.420977,6361.22,5545.63,12260.44
3703,20/03/2008,1329.508464,6319.99,5495.24,12260.44
3704,21/03/2008,1329.508464,6319.99,5495.24,12482.57
3705,24/03/2008,1349.883741,6319.99,5495.24,12480.09
3706,25/03/2008,1352.985408,6524.71,5689.07,12745.22
3707,26/03/2008,1341.127498,6489.26,5660.39,12706.63
3708,27/03/2008,1325.762764,6578.06,5717.47,12604.58
3709,28/03/2008,1315.216168,6559.9,5692.88,12820.47
3710,31/03/2008,1322.703438,6534.97,5702.11,12525.54
3711,01/04/2008,1370.176789,6720.33,5852.58,12656.42
3712,02/04/2008,1367.525408,6777.44,5915.94,13189.36
3713,03/04/2008,1369.306289,6741.72,5891.32,13389.9
3714,04/04/2008,1370.400079,6763.39,5947.11,13293.22
3715,07/04/2008,1372.536682,6821.03,6014.76,13450.23
3716,08/04/2008,1365.536617,6771.98,5990.21,13250.43
3717,09/04/2008,1354.490396,6721.36,5983.87,13111.89
3718,10/04/2008,1360.54909,6704.32,5965.09,12945.3
3719,11/04/2008,1332.82708,6603.57,5895.46,13323.73
3720,14/04/2008,1328.31623,6554.49,5831.61,12917.51
3721,15/04/2008,1334.43309,6585.05,5906.86,12990.58
3722,16/04/2008,1364.706314,6702.84,6046.23,13146.13
3723,17/04/2008,1365.558834,6681.81,5980.35,13398.3
3724,18/04/2008,1390.331545,6843.08,6056.55,13476.45
3725,21/04/2008,1388.166598,6786.55,6052.97,13696.55
3726,22/04/2008,1375.942555,6728.3,6034.73,13547.82
3727,23/04/2008,1379.933061,6795.03,6083.61,13579.16
3728,24/04/2008,1388.819215,6821.32,6050.69,13540.87
3729,25/04/2008,1397.843526,6896.58,6091.37,13863.47
3730,28/04/2008,1396.366859,6925.33,6090.36,13894.37
3731,29/04/2008,1390.93896,6885.34,6089.36,13894.37
3732,30/04/2008,1385.586515,6948.82,6087.3,13849.99
3733,01/05/2008,1409.341254,6948.82,6087.25,13766.86
3734,02/05/2008,1413.897446,7043.23,6215.53,14049.26
3735,05/05/2008,1407.493627,7052.08,6215.53,14049.26
3736,06/05/2008,1418.256626,7017.1,6215.25,14049.26
3737,07/05/2008,1392.570793,7076.25,6260.95,14102.48
3738,08/05/2008,1397.681987,7071.9,6270.81,13943.26
3739,09/05/2008,1388.281023,7003.17,6204.69,13655.34
3740,12/05/2008,1403.582585,7035.95,6220.65,13743.36
3741,13/05/2008,1403.043295,7060.19,6211.85,13953.73
3742,14/05/2008,1408.659052,7083.24,6215.99,14118.55
3743,15/05/2008,1423.572045,7081.05,6251.82,14251.74
3744,16/05/2008,1425.346535,7156.55,6304.25,14219.48
3745,19/05/2008,1426.632956,7225.94,6376.49,14269.61
3746,20/05/2008,1413.398025,7118.5,6191.61,14160.09
3747,21/05/2008,1390.711396,7040.83,6198.08,13926.3
3748,22/05/2008,1394.353938,7070.33,6181.56,13978.46
3749,23/05/2008,1375.931923,6944.05,6087.28,14012.2
3750,26/05/2008,1375.931923,6953.84,6087.28,13690.19
3751,27/05/2008,1385.346735,6958.66,6058.53,13893.31
3752,28/05/2008,1390.836609,7033.84,6069.59,13709.44
3753,29/05/2008,1398.263292,7055.03,6068.13,14124.47
3754,30/05/2008,1400.376679,7096.79,6053.5,14338.54
3755,02/06/2008,1385.67348,7008.77,6007.61,14440.14
3756,03/06/2008,1377.653396,7019.13,6057.7,14209.17
3757,04/06/2008,1377.199483,6965.43,5970.14,14435.57
3758,05/06/2008,1404.047219,6941.83,5995.34,14341.12
3759,06/06/2008,1360.678313,6803.81,5906.84,14489.44
3760,09/06/2008,1361.760228,6815.63,5877.56,14181.38
3761,10/06/2008,1358.442811,6771.1,5827.32,14021.17
3762,11/06/2008,1335.487419,6650.26,5723.33,14183.48
3763,12/06/2008,1339.871156,6714.52,5790.51,13888.6
3764,13/06/2008,1360.029066,6765.32,5802.78,13973.73
3765,16/06/2008,1360.141864,6729.88,5794.56,14354.37
3766,17/06/2008,1350.928484,6796.16,5861.92,14348.37
3767,18/06/2008,1337.810023,6728.91,5756.85,14452.82
3768,19/06/2008,1342.831921,6721.17,5708.36,14130.17
3769,20/06/2008,1317.925861,6578.44,5620.77,13942.08
3770,23/06/2008,1318.001954,6589.46,5667.23,13857.47
3771,24/06/2008,1314.290114,6536.06,5634.74,13849.56
3772,25/06/2008,1321.972903,6617.84,5666.12,13829.92
3773,26/06/2008,1283.151095,6459.6,5518.23,13822.32
3774,27/06/2008,1278.375396,6421.91,5529.95,13544.36
3775,30/06/2008,1280.001229,6418.32,5625.9,13481.38
3776,01/07/2008,1284.914394,6315.94,5479.93,13463.2
3777,02/07/2008,1261.517276,6305.42,5426.32,13286.37
3778,03/07/2008,1262.897197,6353.74,5476.57,13265.4
3779,04/07/2008,1262.897197,6272.21,5412.75,13237.89
3780,07/07/2008,1252.306827,6395.75,5512.71,13360.04
3781,08/07/2008,1273.703977,6304.41,5440.51,13033.1
3782,09/07/2008,1244.689505,6386.46,5529.6,13052.13
3783,10/07/2008,1253.389264,6305.0,5406.76,13067.21
3784,11/07/2008,1239.489622,6153.3,5261.6,13039.69
3785,14/07/2008,1228.297095,6200.25,5300.37,13010.16
3786,15/07/2008,1214.908405,6081.7,5171.91,12754.56
3787,16/07/2008,1245.362755,6155.37,5150.62,12760.8
3788,17/07/2008,1260.322862,6271.27,5286.27,12887.95
3789,18/07/2008,1260.682332,6382.65,5376.37,12803.7
3790,21/07/2008,1260.003411,6424.84,5404.34,12803.7
3791,22/07/2008,1277.003416,6442.79,5364.15,13184.96
3792,23/07/2008,1282.193146,6536.09,5449.89,13312.93
3793,24/07/2008,1252.543362,6440.7,5362.26,13603.31
3794,25/07/2008,1257.76397,6436.71,5352.56,13334.76
3795,28/07/2008,1234.365823,6351.15,5312.6,13353.78
3796,29/07/2008,1263.199321,6398.8,5319.23,13159.45
3797,30/07/2008,1284.260101,6460.12,5420.7,13367.79
3798,31/07/2008,1267.38091,6479.56,5411.9,13376.81
3799,01/08/2008,1260.313848,6396.46,5354.67,13094.59
3800,04/08/2008,1249.014658,6349.81,5320.22,12933.18
3801,05/08/2008,1284.877281,6518.7,5454.47,12914.66
3802,06/08/2008,1289.188095,6561.39,5486.13,13254.89
3803,07/08/2008,1266.068615,6543.49,5477.49,13124.99
3804,08/08/2008,1296.322184,6561.65,5489.16,13168.41
3805,11/08/2008,1305.322659,6609.63,5541.78,13430.91
3806,12/08/2008,1289.587479,6585.87,5534.46,13303.6
3807,13/08/2008,1285.826947,6422.19,5448.63,13023.05
3808,14/08/2008,1292.92851,6442.21,5497.45,12956.8
3809,15/08/2008,1298.19955,6446.02,5454.77,13019.41
3810,18/08/2008,1278.600676,6432.88,5450.19,13165.45
3811,19/08/2008,1266.69143,6282.43,5320.36,12865.05
3812,20/08/2008,1274.543093,6317.8,5371.77,12851.69
3813,21/08/2008,1277.72391,6236.96,5370.19,12752.21
3814,22/08/2008,1292.195946,6342.42,5505.56,12666.04
3815,25/08/2008,1266.836809,6296.95,5505.56,12878.66
3816,26/08/2008,1271.513589,6340.52,5470.65,12778.71
3817,27/08/2008,1281.663792,6321.03,5528.15,12752.96
3818,28/08/2008,1300.676097,6420.54,5601.15,12768.25
3819,29/08/2008,1282.827967,6422.3,5636.61,13072.87
3820,01/09/2008,1282.827967,6421.8,5602.82,12834.18
3821,02/09/2008,1277.577345,6518.47,5620.7,12609.47
3822,03/09/2008,1274.980301,6467.49,5499.68,12689.59
3823,04/09/2008,1236.827717,6279.57,5362.06,12557.66
3824,05/09/2008,1242.314345,6127.44,5240.68,12212.23
3825,08/09/2008,1267.792207,6263.74,5446.28,12624.46
3826,09/09/2008,1224.507888,6233.41,5415.61,12400.65
3827,10/09/2008,1232.041172,6210.32,5366.22,12346.63
3828,11/09/2008,1249.048598,6178.9,5318.36,12102.5
3829,12/09/2008,1251.700884,6234.89,5416.73,12214.76
3830,15/09/2008,1192.702089,6064.16,5204.18,12214.76
3831,16/09/2008,1213.586252,5965.17,5025.59,11609.72
3832,17/09/2008,1156.386066,5860.98,4912.36,11749.79
3833,18/09/2008,1206.514829,5863.42,4879.99,11489.3
3834,19/09/2008,1255.075135,6189.53,5311.33,11920.86
3835,22/09/2008,1207.093383,6107.75,5236.26,12090.59
